frame_index,pos_coluna,pos_linha,largura,altura,valor
13,968,408,8,4,102
13,976,400,4,8,102
13,984,400,8,8,102
13,976,408,4,4,51
13,984,408,8,8,102
13,992,384,8,8,102
13,1000,384,8,8,102
13,992,392,8,8,102
13,1000,392,8,8,102
13,1008,384,8,8,102
13,1016,384,8,4,102
13,1008,392,4,8,102
13,1016,392,8,8,102
13,992,400,8,4,102
13,1000,400,4,8,102
13,992,408,4,8,102
13,1000,408,8,4,102
13,1008,400,8,4,102
13,1016,400,8,8,102
13,1008,408,8,4,102
13,1016,408,8,4,102
13,960,416,4,8,102
13,968,416,8,8,102
13,960,424,8,4,102
13,968,424,8,8,102
13,976,416,8,8,102
13,984,416,4,8,102
13,976,424,8,8,102
13,984,424,4,8,102
13,960,432,16,8,153
13,960,440,16,8,153
13,976,432,8,8,102
13,984,432,8,8,102
13,976,440,8,8,102
13,984,440,8,8,102
13,992,416,16,16,153
13,1008,416,8,4,102
13,1016,416,8,8,102
13,1008,424,8,8,102
13,1016,424,4,8,102
13,992,432,8,8,102
13,1000,432,8,4,102
13,992,440,8,8,102
13,1000,440,8,8,102
13,1008,432,8,8,102
13,1016,432,8,8,102
13,1008,440,8,4,102
13,1016,440,8,8,102
13,1024,384,8,8,102
13,1032,384,8,8,102
13,1024,392,8,8,102
13,1032,392,8,4,102
13,1040,384,8,8,102
13,1048,384,8,8,102
13,1040,392,8,8,102
13,1048,392,8,8,102
13,1024,400,16,16,153
13,1040,400,8,8,102
13,1048,400,8,8,102
13,1040,408,8,4,102
13,1048,408,4,8,102
13,1056,384,8,8,102
13,1064,384,8,8,102
13,1056,392,8,8,102
13,1064,392,4,8,102
13,1072,384,8,8,102
13,1080,384,8,8,102
13,1072,392,8,8,102
13,1080,392,8,8,102
13,1056,400,16,16,153
13,1072,400,16,16,153
13,1024,416,4,8,102
13,1032,416,8,4,102
13,1024,424,8,8,102
13,1032,424,8,8,102
13,1040,416,16,8,153
13,1040,424,16,8,153
13,1024,432,8,16,153
13,1032,432,8,16,153
13,1040,432,16,8,153
13,1040,440,16,8,153
13,1056,416,8,8,102
13,1064,416,8,8,102
13,1056,424,8,8,102
13,1064,424,8,8,102
13,1072,416,16,8,153
13,1072,424,16,8,153
13,1056,432,16,8,153
13,1056,440,16,8,153
13,1072,432,16,16,153
13,1088,384,32,16,204
13,1088,400,32,16,204
13,1120,384,8,16,153
13,1128,384,8,16,153
13,1136,384,8,16,153
13,1144,384,8,16,153
13,1120,400,4,8,102
13,1128,400,8,8,102
13,1120,408,8,8,102
13,1128,408,8,8,102
13,1136,400,8,8,102
13,1144,400,8,8,102
13,1136,408,4,8,102
13,1144,408,8,8,102
13,1088,416,8,8,102
13,1096,416,8,8,102
13,1088,424,8,8,102
13,1096,424,8,4,102
13,1104,416,8,8,102
13,1112,416,8,4,102
13,1104,424,8,4,102
13,1112,424,8,8,102
13,1088,432,8,8,102
13,1096,432,8,8,102
13,1088,440,8,4,102
13,1096,440,8,8,102
13,1104,432,8,16,153
13,1112,432,8,16,153
13,1120,416,16,16,153
13,1136,416,16,16,153
13,1120,432,16,16,153
13,1136,432,16,16,153
13,1152,384,32,32,204
13,1184,384,32,32,204
13,1152,416,32,32,204
13,1184,416,32,32,204
13,1216,384,64,64,255
13,0,448,32,32,204
13,32,448,32,32,204
13,0,480,32,32,204
13,32,480,32,32,204
13,64,448,32,32,204
13,96,448,32,16,204
13,96,464,32,16,204
13,64,480,32,32,204
13,96,480,32,32,204
13,128,448,32,32,204
13,160,448,32,32,204
13,128,480,32,32,204
13,160,480,32,32,204
13,192,448,16,16,153
13,208,448,16,16,153
13,192,464,16,16,153
13,208,464,16,16,153
13,224,448,32,32,204
13,192,480,16,16,153
13,208,480,16,16,153
13,192,496,16,16,153
13,208,496,16,16,153
13,224,480,16,16,153
13,240,480,16,16,153
13,224,496,16,16,153
13,240,496,16,16,153
13,256,448,16,16,153
13,272,448,16,16,153
13,256,464,16,16,153
13,272,464,8,8,102
13,280,464,8,8,102
13,272,472,8,8,102
13,280,472,8,8,102
13,288,448,16,16,153
13,304,448,16,16,153
13,288,464,16,16,153
13,304,464,8,8,102
13,312,464,8,8,102
13,304,472,8,4,102
13,312,472,8,8,102
13,256,480,16,16,153
13,272,480,16,8,153
13,272,488,16,8,153
13,256,496,16,16,153
13,272,496,16,16,153
13,288,480,8,8,102
13,296,480,8,8,102
13,288,488,8,8,102
13,296,488,4,8,102
13,304,480,16,16,153
13,288,496,16,16,153
13,304,496,16,16,153
13,320,448,8,16,153
13,328,448,8,16,153
13,336,448,8,16,153
13,344,448,8,16,153
13,320,464,8,16,153
13,328,464,8,16,153
13,336,464,8,8,102
13,344,464,8,8,102
13,336,472,8,8,102
13,344,472,8,8,102
13,352,448,32,32,204
13,320,480,16,8,153
13,320,488,16,8,153
13,336,480,16,16,153
13,320,496,16,8,153
13,320,504,16,8,153
13,336,496,16,16,153
13,352,480,32,32,204
13,384,448,32,32,204
13,416,448,32,32,204
13,384,480,32,32,204
13,416,480,32,32,204
13,448,448,8,16,153
13,456,448,8,16,153
13,464,448,8,8,102
13,472,448,8,4,102
13,464,456,8,8,102
13,472,456,8,8,102
13,448,464,16,16,153
13,464,464,16,16,153
13,480,448,32,32,204
13,448,480,32,32,204
13,480,480,32,32,204
13,512,448,32,32,204
13,544,448,32,32,204
13,512,480,16,16,153
13,528,480,8,8,102
13,536,480,8,8,102
13,528,488,8,8,102
13,536,488,8,8,102
13,512,496,16,16,153
13,528,496,16,16,153
13,544,480,16,16,153
13,560,480,8,8,102
13,568,480,8,8,102
13,560,488,8,8,102
13,568,488,8,8,102
13,544,496,16,8,153
13,544,504,16,8,153
13,560,496,8,8,102
13,568,496,8,8,102
13,560,504,8,8,102
13,568,504,8,8,102
13,576,448,16,16,153
13,592,448,8,8,102
13,600,448,8,8,102
13,592,456,8,8,102
13,600,456,4,8,102
13,576,464,16,16,153
13,592,464,8,8,102
13,600,464,4,8,102
13,592,472,4,8,102
13,600,472,8,8,102
13,608,448,8,8,102
13,616,448,8,8,102
13,608,456,8,8,102
13,616,456,8,8,102
13,624,448,8,8,102
13,632,448,8,8,102
13,624,456,8,8,102
13,632,456,8,8,102
13,608,464,8,8,102
13,616,464,8,8,102
13,608,472,8,8,102
13,616,472,8,8,102
13,624,464,8,8,102
13,632,464,4,8,102
13,624,472,8,8,102
13,632,472,8,8,102
13,576,480,16,8,153
13,576,488,16,8,153
13,592,480,8,8,102
13,600,480,8,8,102
13,592,488,8,8,102
13,600,488,8,4,102
13,576,496,8,8,102
13,584,496,8,4,102
13,576,504,8,8,102
13,584,504,4,8,102
13,592,496,8,8,102
13,600,496,8,8,102
13,592,504,4,4,51
13,600,504,8,4,102
13,608,480,4,8,102
13,616,480,8,8,102
13,608,488,8,8,102
13,616,488,8,8,102
13,624,480,8,8,102
13,632,480,8,8,102
13,624,488,8,8,102
13,632,488,8,8,102
13,608,496,8,8,102
13,616,496,8,8,102
13,608,504,8,4,102
13,616,504,8,8,102
13,624,496,8,8,102
13,632,496,8,8,102
13,624,504,8,8,102
13,632,504,8,4,102
13,640,448,16,16,153
13,656,448,8,8,102
13,664,448,4,8,102
13,656,456,8,8,102
13,664,456,8,8,102
13,640,464,8,8,102
13,648,464,8,8,102
13,640,472,8,8,102
13,648,472,8,8,102
13,656,464,16,16,153
13,672,448,16,16,153
13,688,448,8,16,153
13,696,448,8,16,153
13,672,464,16,16,153
13,688,464,8,8,102
13,696,464,8,8,102
13,688,472,8,8,102
13,696,472,8,8,102
13,640,480,8,8,102
13,648,480,8,8,102
13,640,488,8,8,102
13,648,488,8,8,102
13,656,480,8,8,102
13,664,480,8,8,102
13,656,488,8,8,102
13,664,488,8,8,102
13,640,496,8,8,102
13,648,496,4,8,102
13,640,504,4,4,51
13,648,504,8,8,102
13,656,496,8,4,102
13,664,496,8,8,102
13,656,504,8,8,102
13,664,504,8,8,102
13,672,480,16,32,204
13,688,480,16,32,204
13,704,448,32,32,204
13,736,448,16,16,153
13,752,448,16,16,153
13,736,464,16,16,153
13,752,464,16,16,153
13,704,480,8,8,102
13,712,480,8,8,102
13,704,488,8,8,102
13,712,488,8,8,102
13,720,480,16,16,153
13,704,496,8,16,153
13,712,496,8,16,153
13,720,496,16,16,153
13,736,480,32,32,204
13,768,448,8,8,102
13,776,448,8,8,102
13,768,456,8,8,102
13,776,456,8,8,102
13,784,448,16,8,153
13,784,456,16,8,153
13,768,464,16,16,153
13,784,464,16,8,153
13,784,472,16,8,153
13,800,448,16,8,153
13,800,456,16,8,153
13,816,448,8,8,102
13,824,448,8,8,102
13,816,456,8,8,102
13,824,456,8,8,102
13,800,464,8,8,102
13,808,464,8,8,102
13,800,472,8,8,102
13,808,472,8,8,102
13,816,464,16,8,153
13,816,472,16,8,153
13,768,480,32,32,204
13,800,480,16,8,153
13,800,488,16,8,153
13,816,480,16,16,153
13,800,496,16,16,153
13,816,496,8,8,102
13,824,496,8,8,102
13,816,504,4,8,102
13,824,504,8,8,102
13,832,448,16,16,153
13,848,448,16,16,153
13,832,464,16,16,153
13,848,464,16,16,153
13,864,448,16,16,153
13,880,448,16,16,153
13,864,464,16,16,153
13,880,464,16,8,153
13,880,472,16,8,153
13,832,480,32,32,204
13,864,480,16,16,153
13,880,480,16,16,153
13,864,496,16,16,153
13,880,496,16,16,153
13,896,448,4,8,102
13,904,448,8,8,102
13,896,456,4,4,51
13,904,456,8,8,102
13,912,448,8,8,102
13,920,448,8,8,102
13,912,456,8,8,102
13,920,456,8,8,102
13,896,464,8,8,102
13,904,464,8,8,102
13,896,472,8,8,102
13,904,472,8,8,102
13,912,464,8,8,102
13,920,464,4,8,102
13,912,472,8,8,102
13,920,472,8,8,102
13,928,448,16,16,153
13,944,448,8,16,153
13,952,448,8,16,153
13,928,464,16,16,153
13,944,464,8,8,102
13,952,464,8,8,102
13,944,472,8,8,102
13,952,472,8,8,102
13,896,480,4,8,102
13,904,480,8,8,102
13,896,488,8,8,102
13,904,488,8,8,102
13,912,480,8,4,102
13,920,480,8,4,102
13,912,488,8,8,102
13,920,488,8,8,102
13,896,496,8,8,102
13,904,496,8,8,102
13,896,504,4,8,102
13,904,504,8,8,102
13,912,496,8,8,102
13,920,496,4,8,102
13,912,504,8,8,102
13,920,504,8,8,102
13,928,480,4,4,51
13,936,480,8,8,102
13,928,488,8,8,102
13,936,488,8,8,102
13,944,480,16,16,153
13,928,496,8,8,102
13,936,496,8,8,102
13,928,504,8,8,102
13,936,504,8,8,102
13,944,496,8,8,102
13,952,496,8,8,102
13,944,504,8,8,102
13,952,504,8,8,102
13,960,448,8,8,102
13,968,448,4,8,102
13,960,456,8,8,102
13,968,456,4,8,102
13,976,448,8,8,102
13,984,448,4,8,102
13,976,456,8,4,102
13,984,456,8,4,102
13,960,464,8,8,102
13,968,464,8,4,102
13,960,472,8,4,102
13,968,472,8,4,102
13,976,464,8,8,102
13,984,464,4,8,102
13,976,472,8,4,102
13,984,472,4,4,51
13,992,448,8,8,102
13,1000,448,8,8,102
13,992,456,8,8,102
13,1000,456,8,4,102
13,1008,448,8,4,102
13,1016,448,8,8,102
13,1008,456,8,4,102
13,1016,456,4,4,51
13,992,464,8,8,102
13,1000,464,4,8,102
13,992,472,4,4,51
13,1000,472,4,8,102
13,1008,464,8,8,102
13,1016,464,4,4,51
13,1008,472,8,8,102
13,1016,472,4,8,102
13,960,480,8,8,102
13,968,480,8,8,102
13,960,488,8,8,102
13,968,488,8,8,102
13,976,480,16,16,153
13,960,496,8,8,102
13,968,496,8,8,102
13,960,504,8,8,102
13,968,504,8,8,102
13,976,496,8,4,102
13,984,496,8,4,102
13,976,504,8,8,102
13,984,504,8,8,102
13,992,480,4,8,102
13,1000,480,8,8,102
13,992,488,8,8,102
13,1000,488,8,4,102
13,1008,480,16,16,153
13,992,496,16,16,153
13,1008,496,16,16,153
13,1024,448,16,16,153
13,1040,448,8,16,153
13,1048,448,8,16,153
13,1024,464,4,8,102
13,1032,464,8,4,102
13,1024,472,4,8,102
13,1032,472,8,8,102
13,1040,464,8,8,102
13,1048,464,8,8,102
13,1040,472,8,8,102
13,1048,472,8,8,102
13,1056,448,8,8,102
13,1064,448,8,8,102
13,1056,456,8,8,102
13,1064,456,8,8,102
13,1072,448,16,16,153
13,1056,464,16,16,153
13,1072,464,16,16,153
13,1024,480,32,32,204
13,1056,480,32,32,204
13,1088,448,32,32,204
13,1120,448,16,16,153
13,1136,448,16,16,153
13,1120,464,16,16,153
13,1136,464,8,16,153
13,1144,464,8,16,153
13,1088,480,32,32,204
13,1120,480,16,32,204
13,1136,480,16,32,204
13,1152,448,64,64,255
13,1216,448,32,32,204
13,1248,448,32,32,204
13,1216,480,32,32,204
13,1248,480,32,32,204
13,0,512,32,32,204
13,32,512,32,32,204
13,0,544,32,32,204
13,32,544,32,16,204
13,32,560,32,16,204
13,64,512,32,32,204
13,96,512,32,32,204
13,64,544,32,32,204
13,96,544,32,32,204
13,128,512,16,16,153
13,144,512,16,16,153
13,128,528,16,16,153
13,144,528,16,16,153
13,160,512,32,32,204
13,128,544,16,16,153
13,144,544,16,16,153
13,128,560,16,16,153
13,144,560,16,16,153
13,160,544,16,32,204
13,176,544,16,32,204
13,192,512,32,32,204
13,224,512,32,32,204
13,192,544,32,32,204
13,224,544,32,32,204
13,256,512,8,8,102
13,264,512,8,8,102
13,256,520,8,8,102
13,264,520,8,8,102
13,272,512,8,8,102
13,280,512,4,8,102
13,272,520,8,8,102
13,280,520,8,8,102
13,256,528,16,16,153
13,272,528,8,16,153
13,280,528,8,16,153
13,288,512,32,32,204
13,256,544,16,16,153
13,272,544,16,16,153
13,256,560,8,16,153
13,264,560,8,16,153
13,272,560,16,16,153
13,288,544,32,32,204
13,320,512,32,32,204
13,352,512,32,32,204
13,320,544,32,16,204
13,320,560,32,16,204
13,352,544,32,32,204
13,384,512,64,64,255
13,448,512,32,32,204
13,480,512,32,32,204
13,448,544,32,32,204
13,480,544,32,32,204
13,512,512,8,16,153
13,520,512,8,16,153
13,528,512,8,16,153
13,536,512,8,16,153
13,512,528,16,16,153
13,528,528,8,16,153
13,536,528,8,16,153
13,544,512,16,8,153
13,544,520,16,8,153
13,560,512,16,16,153
13,544,528,16,16,153
13,560,528,8,8,102
13,568,528,8,8,102
13,560,536,8,8,102
13,568,536,8,8,102
13,512,544,16,16,153
13,528,544,16,16,153
13,512,560,8,16,153
13,520,560,8,16,153
13,528,560,8,8,102
13,536,560,8,8,102
13,528,568,8,8,102
13,536,568,8,8,102
13,544,544,16,16,153
13,560,544,16,16,153
13,544,560,16,8,153
13,544,568,16,8,153
13,560,560,16,16,153
13,576,512,16,16,153
13,592,512,4,8,102
13,600,512,8,4,102
13,592,520,8,8,102
13,600,520,4,8,102
13,576,528,8,8,102
13,584,528,8,8,102
13,576,536,4,8,102
13,584,536,8,8,102
13,592,528,4,8,102
13,600,528,4,8,102
13,592,536,8,4,102
13,600,536,4,4,51
13,608,512,8,16,153
13,616,512,8,16,153
13,624,512,8,4,102
13,632,512,8,4,102
13,624,520,8,8,102
13,632,520,8,4,102
13,608,528,8,8,102
13,616,528,8,8,102
13,608,536,4,8,102
13,616,536,8,4,102
13,624,528,8,8,102
13,632,528,8,8,102
13,624,536,8,8,102
13,632,536,8,8,102
13,576,544,8,16,153
13,584,544,8,16,153
13,592,544,8,8,102
13,600,544,8,4,102
13,592,552,8,4,102
13,600,552,8,8,102
13,576,560,16,16,153
13,592,560,8,4,102
13,600,560,8,8,102
13,592,568,4,8,102
13,600,568,8,8,102
13,608,544,8,8,102
13,616,544,8,8,102
13,608,552,8,8,102
13,616,552,8,4,102
13,624,544,8,8,102
13,632,544,8,8,102
13,624,552,8,4,102
13,632,552,8,8,102
13,608,560,8,8,102
13,616,560,8,8,102
13,608,568,4,8,102
13,616,568,8,4,102
13,624,560,8,4,102
13,632,560,8,8,102
13,624,568,8,8,102
13,632,568,8,8,102
13,640,512,8,8,102
13,648,512,8,8,102
13,640,520,8,4,102
13,648,520,8,4,102
13,656,512,8,8,102
13,664,512,8,8,102
13,656,520,8,8,102
13,664,520,8,8,102
13,640,528,8,8,102
13,648,528,8,8,102
13,640,536,8,8,102
13,648,536,8,8,102
13,656,528,16,16,153
13,672,512,32,16,204
13,672,528,32,16,204
13,640,544,8,8,102
13,648,544,8,8,102
13,640,552,8,4,102
13,648,552,4,8,102
13,656,544,8,8,102
13,664,544,8,8,102
13,656,552,8,8,102
13,664,552,8,8,102
13,640,560,16,8,153
13,640,568,16,8,153
13,656,560,4,8,102
13,664,560,8,8,102
13,656,568,8,8,102
13,664,568,8,8,102
13,672,544,16,16,153
13,688,544,16,16,153
13,672,560,16,16,153
13,688,560,16,16,153
13,704,512,32,32,204
13,736,512,32,32,204
13,704,544,16,16,153
13,720,544,8,8,102
13,728,544,8,8,102
13,720,552,8,8,102
13,728,552,8,8,102
13,704,560,16,16,153
13,720,560,16,16,153
13,736,544,32,32,204
13,768,512,32,32,204
13,800,512,32,32,204
13,768,544,16,16,153
13,784,544,8,8,102
13,792,544,8,8,102
13,784,552,8,8,102
13,792,552,8,8,102
13,768,560,16,16,153
13,784,560,16,16,153
13,800,544,32,32,204
13,832,512,32,32,204
13,864,512,32,32,204
13,832,544,16,16,153
13,848,544,8,8,102
13,856,544,8,8,102
13,848,552,8,8,102
13,856,552,8,8,102
13,832,560,16,16,153
13,848,560,8,8,102
13,856,560,8,8,102
13,848,568,8,8,102
13,856,568,8,8,102
13,864,544,16,16,153
13,880,544,16,16,153
13,864,560,16,16,153
13,880,560,16,16,153
13,896,512,16,16,153
13,912,512,16,16,153
13,896,528,16,16,153
13,912,528,16,16,153
13,928,512,8,16,153
13,936,512,8,16,153
13,944,512,16,16,153
13,928,528,8,4,102
13,936,528,8,4,102
13,928,536,8,8,102
13,936,536,8,8,102
13,944,528,16,16,153
13,896,544,32,16,204
13,896,560,32,16,204
13,928,544,8,16,153
13,936,544,8,16,153
13,944,544,8,4,102
13,952,544,8,8,102
13,944,552,4,8,102
13,952,552,8,8,102
13,928,560,16,16,153
13,944,560,8,8,102
13,952,560,8,8,102
13,944,568,8,8,102
13,952,568,4,8,102
13,960,512,32,64,255
13,992,512,32,64,255
13,1024,512,64,64,255
13,1088,512,32,32,204
13,1120,512,16,16,153
13,1136,512,8,8,102
13,1144,512,8,8,102
13,1136,520,4,8,102
13,1144,520,8,8,102
13,1120,528,16,16,153
13,1136,528,16,8,153
13,1136,536,16,8,153
13,1088,544,32,32,204
13,1120,544,16,16,153
13,1136,544,8,16,153
13,1144,544,8,16,153
13,1120,560,16,16,153
13,1136,560,8,8,102
13,1144,560,8,8,102
13,1136,568,8,8,102
13,1144,568,8,8,102
13,1152,512,32,32,204
13,1184,512,32,32,204
13,1152,544,32,32,204
13,1184,544,32,32,204
13,1216,512,64,64,255
13,0,576,32,32,204
13,32,576,16,32,204
13,48,576,16,32,204
13,0,608,32,32,204
13,32,608,32,32,204
13,64,576,32,32,204
13,96,576,16,32,204
13,112,576,16,32,204
13,64,608,16,16,153
13,80,608,16,16,153
13,64,624,16,16,153
13,80,624,16,16,153
13,96,608,32,32,204
13,128,576,32,32,204
13,160,576,32,32,204
13,128,608,32,32,204
13,160,608,32,32,204
13,192,576,32,32,204
13,224,576,16,16,153
13,240,576,16,16,153
13,224,592,16,16,153
13,240,592,16,16,153
13,192,608,16,16,153
13,208,608,16,16,153
13,192,624,16,16,153
13,208,624,8,8,102
13,216,624,8,8,102
13,208,632,8,8,102
13,216,632,8,8,102
13,224,608,8,16,153
13,232,608,8,16,153
13,240,608,8,16,153
13,248,608,8,16,153
13,224,624,16,16,153
13,240,624,8,16,153
13,248,624,8,16,153
13,256,576,32,32,204
13,288,576,32,32,204
13,256,608,32,32,204
13,288,608,32,32,204
13,320,576,16,16,153
13,336,576,16,16,153
13,320,592,16,16,153
13,336,592,16,16,153
13,352,576,16,16,153
13,368,576,16,16,153
13,352,592,16,16,153
13,368,592,16,16,153
13,320,608,32,16,204
13,320,624,32,16,204
13,352,608,16,32,204
13,368,608,16,32,204
13,384,576,32,32,204
13,416,576,32,32,204
13,384,608,32,32,204
13,416,608,32,32,204
13,448,576,16,16,153
13,464,576,16,16,153
13,448,592,16,16,153
13,464,592,16,16,153
13,480,576,32,32,204
13,448,608,16,16,153
13,464,608,8,8,102
13,472,608,8,8,102
13,464,616,8,8,102
13,472,616,8,8,102
13,448,624,8,8,102
13,456,624,8,8,102
13,448,632,8,8,102
13,456,632,8,8,102
13,464,624,8,16,153
13,472,624,8,16,153
13,480,608,32,32,204
13,512,576,32,32,204
13,544,576,16,16,153
13,560,576,8,8,102
13,568,576,4,8,102
13,560,584,8,8,102
13,568,584,8,8,102
13,544,592,16,16,153
13,560,592,16,16,153
13,512,608,8,8,102
13,520,608,8,8,102
13,512,616,8,8,102
13,520,616,8,8,102
13,528,608,16,16,153
13,512,624,8,16,153
13,520,624,8,16,153
13,528,624,8,8,102
13,536,624,8,8,102
13,528,632,4,8,102
13,536,632,8,8,102
13,544,608,32,32,204
13,576,576,4,8,102
13,584,576,8,8,102
13,576,584,4,8,102
13,584,584,4,8,102
13,592,576,4,4,51
13,600,576,4,8,102
13,592,584,4,4,51
13,600,584,8,4,102
13,576,592,4,8,102
13,584,592,8,8,102
13,576,600,4,8,102
13,584,600,8,4,102
13,592,592,4,4,51
13,600,592,8,8,102
13,592,600,8,4,102
13,600,600,8,8,102
13,608,576,4,4,51
13,616,576,8,8,102
13,608,584,4,8,102
13,616,584,4,8,102
13,624,576,8,8,102
13,632,576,8,8,102
13,624,584,8,8,102
13,632,584,8,8,102
13,608,592,4,8,102
13,616,592,8,8,102
13,608,600,4,8,102
13,616,600,8,4,102
13,624,592,8,8,102
13,632,592,8,4,102
13,624,600,8,8,102
13,632,600,8,8,102
13,576,608,8,16,153
13,584,608,8,16,153
13,592,608,8,8,102
13,600,608,8,8,102
13,592,616,8,8,102
13,600,616,8,8,102
13,576,624,8,8,102
13,584,624,8,4,102
13,576,632,8,4,102
13,584,632,8,8,102
13,592,624,4,8,102
13,600,624,4,8,102
13,592,632,4,8,102
13,600,632,8,8,102
13,608,608,8,8,102
13,616,608,8,4,102
13,608,616,8,4,102
13,616,616,8,4,102
13,624,608,16,8,153
13,624,616,16,8,153
13,608,624,8,8,102
13,616,624,8,8,102
13,608,632,8,8,102
13,616,632,8,4,102
13,624,624,4,8,102
13,632,624,4,4,51
13,624,632,8,8,102
13,632,632,8,8,102
13,640,576,4,8,102
13,648,576,8,8,102
13,640,584,8,8,102
13,648,584,8,8,102
13,656,576,8,4,102
13,664,576,8,4,102
13,656,584,8,8,102
13,664,584,4,8,102
13,640,592,8,8,102
13,648,592,8,8,102
13,640,600,8,4,102
13,648,600,8,8,102
13,656,592,4,4,51
13,664,592,8,4,102
13,656,600,8,8,102
13,664,600,8,8,102
13,672,576,32,16,204
13,672,592,32,16,204
13,640,608,8,8,102
13,648,608,4,4,51
13,640,616,8,8,102
13,648,616,8,8,102
13,656,608,4,8,102
13,664,608,8,8,102
13,656,616,8,8,102
13,664,616,4,8,102
13,640,624,16,16,153
13,656,624,8,8,102
13,664,624,4,8,102
13,656,632,4,4,51
13,664,632,8,8,102
13,672,608,8,8,102
13,680,608,8,8,102
13,672,616,8,8,102
13,680,616,8,4,102
13,688,608,8,8,102
13,696,608,8,8,102
13,688,616,8,8,102
13,696,616,8,8,102
13,672,624,8,8,102
13,680,624,8,8,102
13,672,632,8,8,102
13,680,632,8,4,102
13,688,624,16,16,153
13,704,576,16,32,204
13,720,576,16,32,204
13,736,576,32,32,204
13,704,608,16,16,153
13,720,608,8,8,102
13,728,608,8,8,102
13,720,616,8,8,102
13,728,616,8,8,102
13,704,624,16,16,153
13,720,624,16,16,153
13,736,608,16,16,153
13,752,608,16,16,153
13,736,624,16,16,153
13,752,624,16,16,153
13,768,576,32,32,204
13,800,576,16,16,153
13,816,576,16,16,153
13,800,592,8,8,102
13,808,592,8,8,102
13,800,600,8,8,102
13,808,600,8,8,102
13,816,592,8,8,102
13,824,592,4,8,102
13,816,600,4,8,102
13,824,600,8,8,102
13,768,608,16,16,153
13,784,608,16,16,153
13,768,624,16,16,153
13,784,624,8,16,153
13,792,624,8,16,153
13,800,608,8,16,153
13,808,608,8,16,153
13,816,608,8,8,102
13,824,608,8,8,102
13,816,616,8,8,102
13,824,616,8,8,102
13,800,624,16,16,153
13,816,624,8,16,153
13,824,624,8,16,153
13,832,576,8,16,153
13,840,576,8,16,153
13,848,576,16,16,153
13,832,592,8,8,102
13,840,592,8,8,102
13,832,600,8,8,102
13,840,600,8,8,102
13,848,592,16,8,153
13,848,600,16,8,153
13,864,576,16,16,153
13,880,576,8,4,102
13,888,576,4,4,51
13,880,584,8,8,102
13,888,584,8,8,102
13,864,592,16,16,153
13,880,592,8,8,102
13,888,592,8,8,102
13,880,600,8,8,102
13,888,600,8,8,102
13,832,608,8,8,102
13,840,608,8,8,102
13,832,616,8,8,102
13,840,616,8,8,102
13,848,608,16,16,153
13,832,624,8,16,153
13,840,624,8,16,153
13,848,624,16,8,153
13,848,632,16,8,153
13,864,608,32,32,204
13,896,576,32,32,204
13,928,576,16,16,153
13,944,576,8,8,102
13,952,576,4,8,102
13,944,584,8,8,102
13,952,584,4,8,102
13,928,592,16,16,153
13,944,592,8,8,102
13,952,592,4,8,102
13,944,600,8,8,102
13,952,600,8,8,102
13,896,608,32,32,204
13,928,608,16,16,153
13,944,608,16,16,153
13,928,624,8,4,102
13,936,624,8,8,102
13,928,632,8,8,102
13,936,632,8,8,102
13,944,624,16,16,153
13,960,576,8,16,153
13,968,576,8,16,153
13,976,576,16,16,153
13,960,592,8,8,102
13,968,592,8,8,102
13,960,600,8,8,102
13,968,600,8,8,102
13,976,592,16,16,153
13,992,576,32,32,204
13,960,608,8,16,153
13,968,608,8,16,153
13,976,608,16,16,153
13,960,624,8,16,153
13,968,624,8,16,153
13,976,624,8,4,102
13,984,624,8,8,102
13,976,632,8,8,102
13,984,632,8,8,102
13,992,608,32,32,204
13,1024,576,64,32,255
13,1024,608,64,32,255
13,1088,576,32,32,204
13,1120,576,16,16,153
13,1136,576,8,8,102
13,1144,576,8,8,102
13,1136,584,4,8,102
13,1144,584,8,8,102
13,1120,592,16,16,153
13,1136,592,8,16,153
13,1144,592,8,16,153
13,1088,608,16,16,153
13,1104,608,16,16,153
13,1088,624,16,16,153
13,1104,624,16,16,153
13,1120,608,16,16,153
13,1136,608,8,8,102
13,1144,608,4,8,102
13,1136,616,8,8,102
13,1144,616,8,4,102
13,1120,624,16,16,153
13,1136,624,16,8,153
13,1136,632,16,8,153
13,1152,576,16,16,153
13,1168,576,16,16,153
13,1152,592,16,16,153
13,1168,592,16,16,153
13,1184,576,32,32,204
13,1152,608,16,16,153
13,1168,608,16,16,153
13,1152,624,8,16,153
13,1160,624,8,16,153
13,1168,624,16,16,153
13,1184,608,32,32,204
13,1216,576,64,64,255
13,0,640,32,32,204
13,32,640,32,32,204
13,0,672,32,32,204
13,32,672,32,32,204
13,64,640,32,16,204
13,64,656,32,16,204
13,96,640,32,32,204
13,64,672,32,32,204
13,96,672,32,32,204
13,128,640,32,32,204
13,160,640,32,32,204
13,128,672,32,16,204
13,128,688,32,16,204
13,160,672,32,32,204
13,192,640,16,32,204
13,208,640,16,32,204
13,224,640,16,16,153
13,240,640,16,16,153
13,224,656,8,8,102
13,232,656,8,8,102
13,224,664,8,8,102
13,232,664,8,8,102
13,240,656,8,8,102
13,248,656,8,8,102
13,240,664,8,8,102
13,248,664,8,8,102
13,192,672,16,32,204
13,208,672,16,32,204
13,224,672,16,16,153
13,240,672,16,16,153
13,224,688,16,16,153
13,240,688,16,16,153
13,256,640,32,32,204
