pos_largura,pos_altura,quadratico,valor
1920,192,64,255
1984,192,32,192
2016,192,32,192
1984,224,32,192
2016,224,32,192
2048,192,32,192
2080,192,16,128
2096,192,16,128
2080,208,16,128
2096,208,16,128
2048,224,32,192
2080,224,16,128
2096,224,16,128
2080,240,16,128
2096,240,16,128
2112,192,32,192
2144,192,32,192
2112,224,16,128
2128,224,16,128
2112,240,16,128
2128,240,16,128
2144,224,32,192
2176,192,64,255
2240,192,32,192
2272,192,32,192
2240,224,32,192
2272,224,32,192
2304,192,32,192
2336,192,16,128
2352,192,16,128
2336,208,16,128
2352,208,16,128
2360,208,16,128
2304,224,32,192
2336,224,16,128
2352,224,16,128
2336,240,16,128
2352,240,16,128
2368,192,32,192
2400,192,32,192
2368,224,32,192
2400,224,32,192
2432,192,32,192
2464,192,32,192
2432,224,32,192
2432,240,32,192
2464,224,32,192
2496,192,16,128
2512,192,16,128
2496,208,16,128
2512,208,8,64
2520,208,8,64
2512,216,8,64
2520,216,8,64
2528,192,32,192
2496,224,32,192
2528,224,32,192
2560,192,32,192
2592,192,32,192
2560,224,32,192
2576,224,32,192
2592,224,16,128
2608,224,16,128
2592,240,8,64
2600,240,8,64
2592,248,8,64
2600,248,8,64
2608,240,16,128
2624,192,32,192
2656,192,16,128
2672,192,16,128
2656,208,16,128
2672,208,16,128
2624,224,32,192
2656,224,32,192
2688,192,64,255
2752,192,16,128
2768,192,16,128
2752,208,16,128
2768,208,16,128
2784,192,32,192
2752,224,32,192
2752,240,32,192
2784,224,16,128
2800,224,16,128
2784,240,16,128
2800,240,16,128
2816,192,16,128
2832,192,16,128
2816,208,16,128
2832,208,16,128
2848,192,32,192
2816,224,16,128
2832,224,16,128
2816,240,16,128
2832,240,16,128
2848,224,16,128
2864,224,16,128
2848,240,16,128
2856,240,16,128
2864,240,16,128
2880,192,32,192
2912,192,32,192
2880,224,32,192
2912,224,32,192
2928,224,32,192
2944,192,16,128
2960,192,16,128
2944,208,16,128
2960,208,16,128
2976,192,16,128
2992,192,16,128
2992,200,16,128
2976,208,16,128
2992,208,16,128
2944,224,32,192
2976,224,32,192
3008,192,8,64
3016,192,8,64
3008,200,8,64
3016,200,8,64
3024,192,8,64
3032,192,8,64
3024,200,8,64
3032,200,8,64
3008,208,16,128
3024,208,16,128
3024,216,16,128
3040,192,8,64
3048,192,8,64
3040,200,8,64
3048,200,8,64
3056,192,8,64
3064,192,8,64
3056,200,8,64
3064,200,8,64
3040,208,16,128
3056,208,8,64
3064,208,8,64
3056,216,8,64
3064,216,8,64
3008,224,32,192
3040,224,16,128
3056,224,16,128
3040,240,16,128
3056,240,16,128
3072,192,16,128
3088,192,8,64
3096,192,8,64
3088,200,8,64
3096,200,8,64
3072,208,16,128
3088,208,16,128
3104,192,8,64
3112,192,8,64
3104,200,8,64
3112,200,8,64
3120,192,8,64
3128,192,8,64
3120,200,8,64
3128,200,8,64
3104,208,8,64
3112,208,8,64
3104,216,8,64
3112,216,8,64
3120,208,8,64
3128,208,8,64
3120,216,8,64
3128,216,8,64
3072,224,32,192
3104,224,16,128
3120,224,8,64
3128,224,8,64
3120,232,8,64
3128,232,8,64
3104,240,16,128
3120,240,16,128
3136,192,8,64
3144,192,8,64
3136,200,8,64
3144,200,8,64
3152,192,8,64
3160,192,8,64
3152,200,8,64
3160,200,8,64
3136,208,16,128
3152,208,8,64
3160,208,8,64
3152,216,8,64
3160,216,8,64
3168,192,32,192
3136,224,32,192
3168,224,16,128
3184,224,16,128
3168,240,16,128
3184,240,8,64
3192,240,8,64
3184,248,8,64
3192,248,8,64
3200,192,8,64
3208,192,8,64
3200,200,8,64
3208,200,8,64
3216,192,16,128
3200,208,16,128
3216,208,16,128
3224,208,16,128
3232,192,32,192
3200,224,16,128
3208,224,16,128
3216,224,16,128
3200,240,16,128
3208,240,16,128
3216,240,8,64
3224,240,8,64
3216,248,8,64
3224,248,8,64
3232,224,16,128
3248,224,8,64
3256,224,8,64
3248,232,8,64
3256,232,8,64
3232,240,16,128
3248,240,8,64
3256,240,8,64
3248,248,8,64
3256,248,8,64
3264,192,8,64
3272,192,8,64
3264,200,8,64
3272,200,8,64
3280,192,8,64
3288,192,8,64
3280,200,8,64
3288,200,8,64
3264,208,8,64
3272,208,8,64
3264,216,8,64
3272,216,8,64
3280,208,16,128
3296,192,32,192
3264,224,8,64
3272,224,8,64
3264,232,8,64
3272,232,8,64
3280,224,8,64
3288,224,8,64
3280,232,8,64
3288,232,8,64
3264,240,8,64
3272,240,8,64
3264,248,8,64
3272,248,8,64
3280,240,16,128
3296,224,8,64
3304,224,8,64
3296,232,8,64
3304,232,8,64
3312,224,8,64
3320,224,8,64
3312,232,8,64
3320,232,8,64
3296,240,16,128
3312,240,16,128
3328,192,32,192
3360,192,16,128
3376,192,8,64
3384,192,8,64
3376,200,8,64
3384,200,8,64
3360,208,16,128
3376,208,16,128
3328,224,16,128
3344,224,16,128
3328,240,16,128
3344,240,8,64
3352,240,8,64
3344,248,8,64
3352,248,8,64
3360,224,32,192
3392,192,16,128
3408,192,16,128
3416,192,16,128
3392,208,16,128
3408,208,16,128
3424,192,32,192
3392,224,8,64
3400,224,8,64
3392,232,8,64
3400,232,8,64
3408,224,16,128
3392,240,8,64
3400,240,8,64
3392,248,8,64
3400,248,8,64
3408,240,8,64
3416,240,8,64
3408,248,8,64
3416,248,8,64
3424,224,16,128
3440,224,8,64
3448,224,8,64
3440,232,8,64
3448,232,8,64
3424,240,16,128
3440,240,8,64
3448,240,8,64
3440,248,8,64
3448,248,8,64
3456,192,32,192
3488,192,16,128
3504,192,16,128
3488,208,16,128
3504,208,16,128
3456,224,16,128
3472,224,16,128
3480,224,16,128
3456,240,16,128
3472,240,16,128
3472,248,16,128
3488,224,16,128
3504,224,16,128
3512,224,16,128
3488,240,8,64
3496,240,8,64
3488,248,8,64
3496,248,8,64
3504,240,8,64
3512,240,8,64
3504,248,8,64
3512,248,8,64
3520,192,8,64
3528,192,8,64
3520,200,8,64
3528,200,8,64
3536,192,16,128
3536,200,16,128
3520,208,16,128
3536,208,16,128
3552,192,32,192
3520,224,16,128
3536,224,16,128
3520,240,8,64
3528,240,8,64
3520,248,8,64
3528,248,8,64
3536,240,8,64
3544,240,8,64
3536,248,8,64
3544,248,8,64
3552,224,16,128
3568,224,8,64
3576,224,8,64
3568,232,8,64
3576,232,8,64
3552,240,16,128
3552,248,16,128
3568,240,8,64
3576,240,8,64
3568,248,8,64
3576,248,8,64
3584,192,64,255
3648,192,64,255
3712,192,32,192
3744,192,16,128
3760,192,16,128
3744,208,16,128
3760,208,8,64
3768,208,8,64
3760,216,8,64
3768,216,8,64
3712,224,16,128
3728,224,8,64
3736,224,8,64
3728,232,8,64
3736,232,8,64
3712,240,16,128
3728,240,16,128
3744,224,32,192
3776,192,16,128
3792,192,16,128
3792,200,16,128
3776,208,8,64
3784,208,8,64
3776,216,8,64
3784,216,8,64
3792,208,16,128
3808,192,32,192
3776,224,32,192
3792,224,32,192
3808,224,16,128
3824,224,16,128
3808,240,16,128
3824,240,16,128
0,256,32,192
32,256,8,64
40,256,8,64
32,264,8,64
40,264,8,64
48,256,16,128
32,272,8,64
40,272,8,64
32,280,8,64
40,280,8,64
48,272,16,128
0,288,16,128
8,288,16,128
16,288,16,128
16,296,16,128
0,304,16,128
16,304,8,64
24,304,8,64
16,312,8,64
24,312,8,64
32,288,16,128
48,288,16,128
32,304,16,128
48,304,8,64
56,304,8,64
48,312,8,64
56,312,8,64
64,256,32,192
96,256,32,192
64,288,16,128
80,288,16,128
80,296,16,128
64,304,16,128
80,304,8,64
88,304,8,64
80,312,8,64
88,312,8,64
96,288,32,192
128,256,32,192
160,256,8,64
168,256,8,64
160,264,8,64
168,264,8,64
176,256,16,128
176,264,16,128
160,272,8,64
168,272,8,64
160,280,8,64
168,280,8,64
176,272,16,128
128,288,32,192
160,288,8,64
168,288,8,64
160,296,8,64
168,296,8,64
176,288,16,128
160,304,16,128
176,304,16,128
192,256,16,128
192,264,16,128
208,256,16,128
208,264,16,128
192,272,16,128
208,272,8,64
216,272,8,64
208,280,8,64
216,280,8,64
224,256,32,192
192,288,32,192
224,288,32,192
256,256,16,128
272,256,16,128
256,272,8,64
264,272,8,64
256,280,8,64
264,280,8,64
272,272,8,64
280,272,8,64
272,280,8,64
280,280,8,64
288,256,16,128
296,256,16,128
304,256,8,64
312,256,8,64
304,264,8,64
312,264,8,64
288,272,8,64
296,272,8,64
288,280,8,64
296,280,8,64
304,272,16,128
312,272,16,128
256,288,16,128
272,288,16,128
256,304,16,128
256,312,16,128
272,304,16,128
288,288,16,128
304,288,8,64
312,288,8,64
304,296,8,64
312,296,8,64
288,304,16,128
304,304,8,64
312,304,8,64
304,312,8,64
312,312,8,64
320,256,8,64
328,256,8,64
320,264,8,64
328,264,8,64
336,256,16,128
320,272,8,64
328,272,8,64
320,280,8,64
328,280,8,64
336,272,16,128
352,256,8,64
360,256,8,64
352,264,8,64
360,264,8,64
368,256,16,128
376,256,16,128
352,272,16,128
368,272,16,128
320,288,16,128
328,288,16,128
336,288,8,64
344,288,8,64
336,296,8,64
344,296,8,64
320,304,16,128
320,312,16,128
336,304,8,64
344,304,8,64
336,312,8,64
344,312,8,64
352,288,16,128
368,288,16,128
352,304,16,128
352,312,16,128
368,304,8,64
376,304,8,64
368,312,8,64
376,312,8,64
384,256,32,192
416,256,16,128
432,256,16,128
416,272,16,128
432,272,16,128
440,272,16,128
384,288,16,128
400,288,16,128
400,296,16,128
384,304,8,64
392,304,8,64
384,312,8,64
392,312,8,64
400,304,8,64
408,304,8,64
400,312,8,64
408,312,8,64
416,288,16,128
424,288,16,128
432,288,8,64
440,288,8,64
432,296,8,64
440,296,8,64
416,304,8,64
424,304,8,64
416,312,8,64
424,312,8,64
432,304,16,128
432,312,16,128
448,256,16,128
464,256,16,128
464,264,16,128
448,272,16,128
464,272,16,128
480,256,16,128
496,256,16,128
480,272,8,64
488,272,8,64
480,280,8,64
488,280,8,64
496,272,16,128
448,288,32,192
480,288,32,192
512,256,32,192
512,272,32,192
544,256,8,64
552,256,8,64
544,264,8,64
552,264,8,64
560,256,16,128
544,272,8,64
552,272,8,64
544,280,8,64
552,280,8,64
560,272,8,64
568,272,8,64
560,280,8,64
568,280,8,64
512,288,16,128
512,296,16,128
528,288,16,128
512,304,8,64
520,304,8,64
512,312,8,64
520,312,8,64
528,304,16,128
544,288,16,128
552,288,16,128
560,288,8,64
568,288,8,64
560,296,8,64
568,296,8,64
544,304,16,128
552,304,16,128
560,304,16,128
576,256,16,128
584,256,16,128
592,256,16,128
576,272,16,128
592,272,16,128
608,256,32,192
576,288,32,192
608,288,16,128
624,288,16,128
608,304,8,64
616,304,8,64
608,312,8,64
616,312,8,64
624,304,16,128
640,256,32,192
672,256,32,192
640,288,16,128
648,288,16,128
656,288,16,128
656,296,16,128
640,304,8,64
648,304,8,64
640,312,8,64
648,312,8,64
656,304,8,64
664,304,8,64
656,312,8,64
664,312,8,64
672,288,32,192
704,256,64,255
768,256,32,192
800,256,16,128
808,256,16,128
816,256,8,64
824,256,8,64
816,264,8,64
824,264,8,64
800,272,8,64
808,272,8,64
800,280,8,64
808,280,8,64
816,272,16,128
768,288,8,64
776,288,8,64
768,296,8,64
776,296,8,64
784,288,8,64
792,288,8,64
784,296,8,64
792,296,8,64
768,304,16,128
784,304,8,64
792,304,8,64
784,312,8,64
792,312,8,64
800,288,16,128
816,288,8,64
824,288,8,64
816,296,8,64
824,296,8,64
800,304,16,128
816,304,8,64
824,304,8,64
816,312,8,64
824,312,8,64
832,256,32,192
864,256,16,128
872,256,16,128
880,256,8,64
888,256,8,64
880,264,8,64
888,264,8,64
864,272,16,128
864,280,16,128
880,272,16,128
880,280,16,128
832,288,32,192
864,288,8,64
872,288,8,64
864,296,8,64
872,296,8,64
880,288,16,128
864,304,8,64
872,304,8,64
864,312,8,64
872,312,8,64
880,304,8,64
888,304,8,64
880,312,8,64
888,312,8,64
896,256,8,64
904,256,8,64
896,264,8,64
904,264,8,64
912,256,8,64
920,256,8,64
912,264,8,64
920,264,8,64
896,272,8,64
904,272,8,64
896,280,8,64
904,280,8,64
912,272,16,128
912,280,16,128
928,256,8,64
936,256,8,64
928,264,8,64
936,264,8,64
944,256,16,128
928,272,8,64
936,272,8,64
928,280,8,64
936,280,8,64
944,272,16,128
896,288,32,192
928,288,16,128
944,288,16,128
952,288,16,128
928,304,16,128
944,304,16,128
952,304,16,128
960,256,8,64
968,256,8,64
960,264,8,64
968,264,8,64
976,256,16,128
960,272,8,64
968,272,8,64
960,280,8,64
968,280,8,64
976,272,16,128
992,256,16,128
1008,256,16,128
992,272,16,128
1008,272,8,64
1016,272,8,64
1008,280,8,64
1016,280,8,64
960,288,32,192
960,304,32,192
992,288,16,128
1008,288,8,64
1016,288,8,64
1008,296,8,64
1016,296,8,64
992,304,16,128
1000,304,16,128
1008,304,16,128
1024,256,32,192
1040,256,32,192
1056,256,8,64
1064,256,8,64
1056,264,8,64
1064,264,8,64
1072,256,16,128
1056,272,8,64
1064,272,8,64
1056,280,8,64
1064,280,8,64
1072,272,16,128
1072,280,16,128
1024,288,16,128
1040,288,16,128
1024,304,8,64
1032,304,8,64
1024,312,8,64
1032,312,8,64
1040,304,16,128
1056,288,8,64
1064,288,8,64
1056,296,8,64
1064,296,8,64
1072,288,16,128
1056,304,16,128
1072,304,16,128
1088,256,16,128
1104,256,16,128
1088,272,16,128
1088,280,16,128
1104,272,16,128
1120,256,16,128
1136,256,8,64
1144,256,8,64
1136,264,8,64
1144,264,8,64
1120,272,8,64
1128,272,8,64
1120,280,8,64
1128,280,8,64
1136,272,16,128
1088,288,8,64
1096,288,8,64
1088,296,8,64
1096,296,8,64
1104,288,16,128
1088,304,16,128
1104,304,16,128
1120,288,16,128
1136,288,16,128
1120,304,8,64
1128,304,8,64
1120,312,8,64
1128,312,8,64
1136,304,8,64
1144,304,8,64
1136,312,8,64
1144,312,8,64
1152,256,16,128
1160,256,16,128
1168,256,8,64
1176,256,8,64
1168,264,8,64
1176,264,8,64
1152,272,16,128
1160,272,16,128
1168,272,16,128
1184,256,32,192
1152,288,16,128
1168,288,16,128
1168,296,16,128
1152,304,8,64
1160,304,8,64
1152,312,8,64
1160,312,8,64
1168,304,8,64
1176,304,8,64
1168,312,8,64
1176,312,8,64
1184,288,32,192
1200,288,32,192
1216,256,16,128
1232,256,16,128
1216,272,16,128
1232,272,16,128
1248,256,16,128
1248,264,16,128
1264,256,16,128
1248,272,16,128
1264,272,8,64
1272,272,8,64
1264,280,8,64
1272,280,8,64
1216,288,16,128
1232,288,16,128
1216,304,16,128
1232,304,16,128
1248,288,16,128
1264,288,16,128
1248,304,16,128
1256,304,16,128
1264,304,8,64
1272,304,8,64
1264,312,8,64
1272,312,8,64
1280,256,8,64
1288,256,8,64
1280,264,8,64
1288,264,8,64
1296,256,16,128
1280,272,16,128
1296,272,16,128
1304,272,16,128
1312,256,16,128
1328,256,16,128
1312,272,8,64
1320,272,8,64
1312,280,8,64
1320,280,8,64
1328,272,16,128
1280,288,16,128
1296,288,8,64
1304,288,8,64
1296,296,8,64
1304,296,8,64
1280,304,8,64
1288,304,8,64
1280,312,8,64
1288,312,8,64
1296,304,16,128
1312,288,16,128
1312,296,16,128
1328,288,16,128
1312,304,16,128
1320,304,16,128
1328,304,16,128
1344,256,8,64
1352,256,8,64
1344,264,8,64
1352,264,8,64
1360,256,16,128
1344,272,8,64
1352,272,8,64
1344,280,8,64
1352,280,8,64
1360,272,8,64
1368,272,8,64
1360,280,8,64
1368,280,8,64
1376,256,16,128
1376,264,16,128
1392,256,16,128
1376,272,8,64
1384,272,8,64
1376,280,8,64
1384,280,8,64
1392,272,8,64
1400,272,8,64
1392,280,8,64
1400,280,8,64
1344,288,32,192
1376,288,8,64
1384,288,8,64
1376,296,8,64
1384,296,8,64
1392,288,16,128
1376,304,16,128
1392,304,16,128
1408,256,32,192
1440,256,32,192
1440,272,32,192
1408,288,32,192
1440,288,32,192
1472,256,64,255
1536,256,16,128
1552,256,16,128
1536,272,16,128
1552,272,16,128
1568,256,32,192
1536,288,32,192
1568,288,32,192
1600,256,64,255
1664,256,32,192
1696,256,32,192
1664,288,32,192
1696,288,32,192
1712,288,32,192
1728,256,32,192
1760,256,32,192
1728,288,32,192
1760,288,32,192
1792,256,64,255
1856,256,32,192
1888,256,32,192
1856,288,32,192
1888,288,32,192
1920,256,64,255
1984,256,64,255
2048,256,32,192
2080,256,32,192
2048,288,32,192
2080,288,32,192
2112,256,32,192
2144,256,32,192
2112,288,32,192
2144,288,32,192
2176,256,32,192
2208,256,32,192
2176,288,32,192
2208,288,16,128
2224,288,16,128
2208,304,16,128
2224,304,16,128
2240,256,64,255
2304,256,32,192
2336,256,32,192
2304,288,32,192
2336,288,32,192
2368,256,32,192
2400,256,16,128
2416,256,16,128
2400,272,16,128
2416,272,8,64
2424,272,8,64
2416,280,8,64
2424,280,8,64
2368,288,32,192
2400,288,32,192
2432,256,32,192
2464,256,16,128
2480,256,16,128
2464,272,16,128
2480,272,16,128
2432,288,16,128
2448,288,16,128
2432,304,16,128
2448,304,16,128
2456,304,16,128
2464,288,32,192
2496,256,32,192
2528,256,32,192
2496,288,32,192
2512,288,32,192
2528,288,32,192
2560,256,32,192
2592,256,32,192
2608,256,32,192
2560,288,32,192
2592,288,32,192
2624,256,32,192
2640,256,32,192
2656,256,32,192
2672,256,32,192
2624,288,32,192
2656,288,32,192
2688,256,32,192
2720,256,32,192
2688,288,32,192
2720,288,32,192
2752,256,32,192
2784,256,32,192
2752,288,32,192
2784,288,32,192
2816,256,16,128
2832,256,16,128
2816,272,16,128
2832,272,16,128
2840,272,16,128
2848,256,32,192
2816,288,16,128
2832,288,16,128
2816,304,16,128
2832,304,16,128
2848,288,32,192
2880,256,16,128
2896,256,16,128
2880,272,16,128
2896,272,16,128
2912,256,32,192
2880,288,32,192
2912,288,32,192
2944,256,32,192
2976,256,32,192
2944,288,32,192
2976,288,32,192
3008,256,32,192
3040,256,16,128
3056,256,16,128
3040,272,16,128
3056,272,16,128
3008,288,16,128
3024,288,16,128
3008,304,16,128
3024,304,8,64
3032,304,8,64
3024,312,8,64
3032,312,8,64
3040,288,32,192
3072,256,8,64
3080,256,8,64
3072,264,8,64
3080,264,8,64
3088,256,8,64
3096,256,8,64
3088,264,8,64
3096,264,8,64
3072,272,8,64
3080,272,8,64
3072,280,8,64
3080,280,8,64
3088,272,16,128
3088,280,16,128
3104,256,16,128
3120,256,16,128
3120,264,16,128
3104,272,16,128
3104,280,16,128
3120,272,8,64
3128,272,8,64
3120,280,8,64
3128,280,8,64
3072,288,16,128
3088,288,8,64
3096,288,8,64
3088,296,8,64
3096,296,8,64
3072,304,8,64
3080,304,8,64
3072,312,8,64
3080,312,8,64
3088,304,16,128
3104,288,16,128
3120,288,8,64
3128,288,8,64
3120,296,8,64
3128,296,8,64
3104,304,16,128
3104,312,16,128
3120,304,8,64
3128,304,8,64
3120,312,8,64
3128,312,8,64
3136,256,16,128
3144,256,16,128
3152,256,8,64
3160,256,8,64
3152,264,8,64
3160,264,8,64
3136,272,8,64
3144,272,8,64
3136,280,8,64
3144,280,8,64
3152,272,8,64
3160,272,8,64
3152,280,8,64
3160,280,8,64
3168,256,16,128
3184,256,16,128
3192,256,16,128
3168,272,8,64
3176,272,8,64
3168,280,8,64
3176,280,8,64
3184,272,16,128
3136,288,8,64
3144,288,8,64
3136,296,8,64
3144,296,8,64
3152,288,16,128
3136,304,16,128
3152,304,16,128
3152,312,16,128
3168,288,8,64
3176,288,8,64
3168,296,8,64
3176,296,8,64
3184,288,16,128
3168,304,8,64
3176,304,8,64
3168,312,8,64
3176,312,8,64
3184,304,16,128
3184,312,16,128
3200,256,8,64
3208,256,8,64
3200,264,8,64
3208,264,8,64
3216,256,8,64
3224,256,8,64
3216,264,8,64
3224,264,8,64
3200,272,16,128
3208,272,16,128
3216,272,8,64
3224,272,8,64
3216,280,8,64
3224,280,8,64
3232,256,8,64
3240,256,8,64
3232,264,8,64
3240,264,8,64
3248,256,16,128
3232,272,8,64
3240,272,8,64
3232,280,8,64
3240,280,8,64
3248,272,16,128
3200,288,32,192
3232,288,16,128
3248,288,16,128
3232,304,16,128
3248,304,16,128
3264,256,8,64
3272,256,8,64
3264,264,8,64
3272,264,8,64
3280,256,16,128
3264,272,16,128
3272,272,16,128
3280,272,8,64
3288,272,8,64
3280,280,8,64
3288,280,8,64
3296,256,32,192
3264,288,32,192
3296,288,32,192
3328,256,16,128
3328,264,16,128
3344,256,16,128
3352,256,16,128
3328,272,16,128
3336,272,16,128
3344,272,16,128
3360,256,16,128
3376,256,16,128
3360,272,8,64
3368,272,8,64
3360,280,8,64
3368,280,8,64
3376,272,8,64
3384,272,8,64
3376,280,8,64
3384,280,8,64
3328,288,32,192
3360,288,16,128
3376,288,16,128
3376,296,16,128
3360,304,16,128
3376,304,16,128
3392,256,8,64
3400,256,8,64
3392,264,8,64
3400,264,8,64
3408,256,16,128
3416,256,16,128
3392,272,16,128
3392,280,16,128
3408,272,8,64
3416,272,8,64
3408,280,8,64
3416,280,8,64
3424,256,32,192
3392,288,16,128
3408,288,8,64
3416,288,8,64
3408,296,8,64
3416,296,8,64
3392,304,16,128
3408,304,16,128
3424,288,32,192
3456,256,8,64
3464,256,8,64
3456,264,8,64
3464,264,8,64
3472,256,8,64
3480,256,8,64
3472,264,8,64
3480,264,8,64
3456,272,16,128
3456,280,16,128
3472,272,16,128
3488,256,16,128
3504,256,16,128
3488,272,16,128
3496,272,16,128
3504,272,16,128
3456,288,8,64
3464,288,8,64
3456,296,8,64
3464,296,8,64
3472,288,8,64
3480,288,8,64
3472,296,8,64
3480,296,8,64
3456,304,8,64
3464,304,8,64
3456,312,8,64
3464,312,8,64
3472,304,16,128
3488,288,16,128
3504,288,16,128
3488,304,8,64
3496,304,8,64
3488,312,8,64
3496,312,8,64
3504,304,8,64
3512,304,8,64
3504,312,8,64
3512,312,8,64
3520,256,16,128
3536,256,16,128
3520,272,16,128
3536,272,16,128
3552,256,16,128
3568,256,8,64
3576,256,8,64
3568,264,8,64
3576,264,8,64
3552,272,8,64
3560,272,8,64
3552,280,8,64
3560,280,8,64
3568,272,8,64
3576,272,8,64
3568,280,8,64
3576,280,8,64
3520,288,16,128
3536,288,16,128
3520,304,16,128
3536,304,16,128
3552,288,8,64
3560,288,8,64
3552,296,8,64
3560,296,8,64
3568,288,16,128
3552,304,16,128
3568,304,8,64
3576,304,8,64
3568,312,8,64
3576,312,8,64
3584,256,16,128
3600,256,16,128
3584,272,16,128
3592,272,16,128
3600,272,8,64
3608,272,8,64
3600,280,8,64
3608,280,8,64
3616,256,32,192
3584,288,8,64
3592,288,8,64
3584,296,8,64
3592,296,8,64
3600,288,16,128
3600,296,16,128
3584,304,8,64
3592,304,8,64
3584,312,8,64
3592,312,8,64
3600,304,16,128
3616,288,8,64
3624,288,8,64
3616,296,8,64
3624,296,8,64
3632,288,16,128
3616,304,16,128
3632,304,16,128
3648,256,32,192
3680,256,16,128
3696,256,16,128
3704,256,16,128
3680,272,8,64
3688,272,8,64
3680,280,8,64
3688,280,8,64
3696,272,16,128
3704,272,16,128
3648,288,8,64
3656,288,8,64
3648,296,8,64
3656,296,8,64
3664,288,16,128
3648,304,16,128
3656,304,16,128
3664,304,16,128
3680,288,16,128
3696,288,16,128
3680,304,16,128
3696,304,8,64
3704,304,8,64
3696,312,8,64
3704,312,8,64
3712,256,16,128
3728,256,16,128
3712,272,8,64
3720,272,8,64
3712,280,8,64
3720,280,8,64
3728,272,8,64
3736,272,8,64
3728,280,8,64
3736,280,8,64
3744,256,32,192
3712,288,16,128
3712,296,16,128
3728,288,16,128
3712,304,16,128
3728,304,8,64
3736,304,8,64
3728,312,8,64
3736,312,8,64
3744,288,16,128
3760,288,16,128
3744,304,16,128
3752,304,16,128
3760,304,16,128
3776,256,32,192
3808,256,32,192
3776,288,32,192
3808,288,32,192
0,320,8,64
8,320,8,64
0,328,8,64
8,328,8,64
16,320,16,128
0,336,16,128
16,336,16,128
32,320,32,192
0,352,16,128
16,352,8,64
24,352,8,64
16,360,8,64
24,360,8,64
0,368,16,128
16,368,16,128
32,352,32,192
64,320,8,64
72,320,8,64
64,328,8,64
72,328,8,64
80,320,16,128
64,336,16,128
80,336,8,64
88,336,8,64
80,344,8,64
88,344,8,64
96,320,8,64
104,320,8,64
96,328,8,64
104,328,8,64
112,320,16,128
96,336,16,128
112,336,8,64
120,336,8,64
112,344,8,64
120,344,8,64
64,352,32,192
96,352,32,192
128,320,16,128
128,328,16,128
144,320,8,64
152,320,8,64
144,328,8,64
152,328,8,64
128,336,8,64
136,336,8,64
128,344,8,64
136,344,8,64
144,336,16,128
152,336,16,128
160,320,16,128
176,320,16,128
184,320,16,128
160,336,8,64
168,336,8,64
160,344,8,64
168,344,8,64
176,336,16,128
128,352,8,64
136,352,8,64
128,360,8,64
136,360,8,64
144,352,16,128
128,368,16,128
144,368,16,128
160,352,16,128
176,352,16,128
176,360,16,128
160,368,16,128
176,368,16,128
192,320,32,192
224,320,32,192
192,352,32,192
224,352,8,64
232,352,8,64
224,360,8,64
232,360,8,64
240,352,16,128
224,368,16,128
240,368,8,64
248,368,8,64
240,376,8,64
248,376,8,64
256,320,8,64
264,320,8,64
256,328,8,64
264,328,8,64
272,320,16,128
280,320,16,128
256,336,16,128
272,336,16,128
288,320,16,128
288,328,16,128
304,320,16,128
288,336,16,128
288,344,16,128
304,336,8,64
312,336,8,64
304,344,8,64
312,344,8,64
256,352,16,128
272,352,8,64
280,352,8,64
272,360,8,64
280,360,8,64
256,368,16,128
264,368,16,128
272,368,16,128
288,352,32,192
320,320,16,128
336,320,16,128
320,336,16,128
336,336,8,64
344,336,8,64
336,344,8,64
344,344,8,64
352,320,16,128
368,320,8,64
376,320,8,64
368,328,8,64
376,328,8,64
352,336,16,128
360,336,16,128
368,336,16,128
320,352,32,192
352,352,32,192
384,320,16,128
400,320,16,128
384,336,16,128
392,336,16,128
400,336,8,64
408,336,8,64
400,344,8,64
408,344,8,64
416,320,32,192
384,352,32,192
416,352,16,128
432,352,16,128
440,352,16,128
416,368,16,128
432,368,16,128
432,376,16,128
448,320,16,128
464,320,16,128
448,336,16,128
464,336,8,64
472,336,8,64
464,344,8,64
472,344,8,64
480,320,16,128
488,320,16,128
496,320,16,128
480,336,8,64
488,336,8,64
480,344,8,64
488,344,8,64
496,336,16,128
504,336,16,128
448,352,16,128
456,352,16,128
464,352,16,128
448,368,16,128
448,376,16,128
464,368,8,64
472,368,8,64
464,376,8,64
472,376,8,64
480,352,32,192
512,320,16,128
528,320,16,128
512,336,16,128
528,336,16,128
544,320,32,192
512,352,16,128
528,352,8,64
536,352,8,64
528,360,8,64
536,360,8,64
512,368,16,128
528,368,16,128
544,352,32,192
576,320,64,255
640,320,64,255
704,320,32,192
736,320,16,128
752,320,8,64
760,320,8,64
752,328,8,64
760,328,8,64
736,336,8,64
744,336,8,64
736,344,8,64
744,344,8,64
752,336,16,128
752,344,16,128
704,352,16,128
720,352,16,128
704,368,16,128
720,368,16,128
736,352,16,128
744,352,16,128
752,352,16,128
736,368,16,128
752,368,16,128
768,320,16,128
784,320,16,128
768,336,8,64
776,336,8,64
768,344,8,64
776,344,8,64
784,336,16,128
800,320,16,128
816,320,16,128
800,336,16,128
816,336,16,128
816,344,16,128
768,352,32,192
800,352,8,64
808,352,8,64
800,360,8,64
808,360,8,64
816,352,16,128
800,368,8,64
808,368,8,64
800,376,8,64
808,376,8,64
816,368,16,128
832,320,16,128
848,320,8,64
856,320,8,64
848,328,8,64
856,328,8,64
832,336,8,64
840,336,8,64
832,344,8,64
840,344,8,64
