pos_largura,pos_altura,quadratico,valor
696,344,8,64
640,352,8,64
648,352,4,0
640,360,8,64
648,360,8,64
656,352,8,64
664,352,8,64
656,360,8,64
664,360,8,64
640,368,16,128
640,376,16,128
656,368,16,128
664,368,16,128
672,352,16,128
672,360,16,128
688,352,16,128
672,368,8,64
680,368,8,64
672,376,4,0
680,376,8,64
688,368,16,128
704,320,8,64
712,320,8,64
704,328,8,64
712,328,8,64
720,320,8,64
728,320,8,64
720,328,8,64
728,328,8,64
704,336,16,128
720,336,16,128
736,320,8,64
744,320,8,64
736,328,8,64
744,328,8,64
752,320,8,64
760,320,8,64
752,328,8,64
760,328,8,64
736,336,16,128
752,336,8,64
760,336,8,64
752,344,8,64
760,344,8,64
704,352,32,192
736,352,16,128
744,352,16,128
752,352,16,128
736,368,8,64
744,368,8,64
736,376,8,64
744,376,8,64
752,368,8,64
760,368,8,64
752,376,8,64
760,376,8,64
768,320,16,128
784,320,8,64
792,320,4,0
784,328,8,64
792,328,4,0
768,336,16,128
784,336,16,128
792,336,16,128
800,320,8,64
808,320,8,64
800,328,8,64
808,328,8,64
816,320,16,128
824,320,16,128
800,336,8,64
808,336,8,64
800,344,4,0
808,344,8,64
816,336,16,128
768,352,16,128
784,352,8,64
792,352,8,64
784,360,8,64
792,360,8,64
768,368,16,128
784,368,16,128
800,352,8,64
808,352,8,64
800,360,8,64
808,360,8,64
816,352,16,128
800,368,16,128
800,376,16,128
816,368,8,64
824,368,8,64
816,376,8,64
824,376,8,64
832,320,32,192
864,320,32,192
832,352,32,192
864,352,32,192
896,320,8,64
904,320,8,64
896,328,8,64
904,328,8,64
912,320,8,64
920,320,8,64
912,328,8,64
920,328,8,64
896,336,16,128
912,336,8,64
920,336,8,64
912,344,8,64
920,344,8,64
928,320,16,128
936,320,16,128
944,320,8,64
952,320,8,64
944,328,8,64
952,328,8,64
928,336,8,64
936,336,8,64
928,344,8,64
936,344,8,64
944,336,8,64
952,336,8,64
944,344,8,64
952,344,8,64
896,352,16,128
912,352,16,128
896,368,16,128
912,368,16,128
928,352,16,128
944,352,16,128
928,368,8,64
936,368,8,64
928,376,4,0
936,376,8,64
944,368,16,128
960,320,32,192
992,320,32,192
960,352,32,192
992,352,32,192
1024,320,32,192
1056,320,8,64
1064,320,8,64
1056,328,8,64
1064,328,8,64
1072,320,16,128
1080,320,16,128
1056,336,16,128
1072,336,16,128
1024,352,8,64
1032,352,8,64
1024,360,8,64
1032,360,8,64
1040,352,8,64
1048,352,8,64
1040,360,8,64
1048,360,8,64
1024,368,8,64
1032,368,8,64
1024,376,8,64
1032,376,8,64
1040,368,8,64
1048,368,8,64
1040,376,8,64
1048,376,8,64
1056,352,16,128
1064,352,16,128
1072,352,16,128
1056,368,8,64
1064,368,8,64
1056,376,8,64
1064,376,8,64
1072,368,16,128
1088,320,32,192
1120,320,32,192
1088,352,32,192
1120,352,32,192
1152,320,32,192
1184,320,16,128
1192,320,16,128
1200,320,16,128
1200,328,16,128
1184,336,16,128
1192,336,16,128
1200,336,8,64
1208,336,8,64
1200,344,8,64
1208,344,4,0
1152,352,32,192
1184,352,8,64
1192,352,8,64
1184,360,8,64
1192,360,4,0
1200,352,8,64
1208,352,8,64
1200,360,8,64
1208,360,8,64
1184,368,8,64
1192,368,8,64
1184,376,8,64
1192,376,4,0
1200,368,16,128
1208,368,16,128
1216,320,8,64
1224,320,4,0
1216,328,8,64
1224,328,8,64
1232,320,8,64
1240,320,8,64
1232,328,8,64
1240,328,8,64
1216,336,8,64
1224,336,8,64
1216,344,8,64
1224,344,8,64
1232,336,8,64
1240,336,8,64
1232,344,8,64
1240,344,8,64
1248,320,8,64
1256,320,8,64
1248,328,8,64
1256,328,4,0
1264,320,16,128
1264,328,16,128
1248,336,16,128
1248,344,16,128
1264,336,8,64
1272,336,8,64
1264,344,8,64
1272,344,8,64
1216,352,32,192
1248,352,16,128
1264,352,16,128
1248,368,16,128
1248,376,16,128
1264,368,8,64
1272,368,8,64
1264,376,8,64
1272,376,8,64
1280,320,8,64
1288,320,8,64
1280,328,8,64
1288,328,8,64
1296,320,8,64
1304,320,8,64
1296,328,8,64
1304,328,8,64
1280,336,8,64
1288,336,8,64
1280,344,8,64
1288,344,8,64
1296,336,8,64
1304,336,8,64
1296,344,8,64
1304,344,8,64
1312,320,16,128
1328,320,16,128
1328,328,16,128
1312,336,8,64
1320,336,8,64
1312,344,8,64
1320,344,8,64
1328,336,8,64
1336,336,8,64
1328,344,8,64
1336,344,8,64
1280,352,8,64
1288,352,8,64
1280,360,8,64
1288,360,8,64
1296,352,16,128
1296,360,16,128
1280,368,16,128
1280,376,16,128
1296,368,8,64
1304,368,8,64
1296,376,8,64
1304,376,8,64
1312,352,8,64
1320,352,8,64
1312,360,8,64
1320,360,8,64
1328,352,16,128
1312,368,16,128
1328,368,16,128
1328,376,16,128
1344,320,16,128
1360,320,16,128
1344,336,16,128
1344,344,16,128
1360,336,8,64
1368,336,8,64
1360,344,8,64
1368,344,8,64
1376,320,8,64
1384,320,8,64
1376,328,8,64
1384,328,8,64
1392,320,8,64
1400,320,8,64
1392,328,8,64
1400,328,4,0
1376,336,8,64
1384,336,8,64
1376,344,8,64
1384,344,8,64
1392,336,16,128
1344,352,8,64
1352,352,8,64
1344,360,8,64
1352,360,8,64
1360,352,8,64
1368,352,8,64
1360,360,8,64
1368,360,4,0
1344,368,8,64
1352,368,8,64
1344,376,8,64
1352,376,8,64
1360,368,8,64
1368,368,8,64
1360,376,8,64
1368,376,8,64
1376,352,8,64
1384,352,8,64
1376,360,8,64
1384,360,8,64
1392,352,8,64
1400,352,8,64
1392,360,8,64
1400,360,8,64
1376,368,16,128
1392,368,8,64
1400,368,8,64
1392,376,8,64
1400,376,8,64
1408,320,16,128
1424,320,16,128
1408,336,16,128
1424,336,16,128
1440,320,16,128
1456,320,16,128
1440,336,16,128
1456,336,16,128
1408,352,16,128
1408,360,16,128
1424,352,16,128
1408,368,8,64
1416,368,8,64
1408,376,8,64
1416,376,8,64
1424,368,8,64
1432,368,8,64
1424,376,8,64
1432,376,4,0
1440,352,16,128
1456,352,16,128
1456,360,16,128
1440,368,16,128
1456,368,16,128
1456,376,16,128
1472,320,16,128
1488,320,16,128
1472,336,8,64
1480,336,8,64
1472,344,8,64
1480,344,8,64
1488,336,16,128
1504,320,32,192
1472,352,8,64
1480,352,8,64
1472,360,8,64
1480,360,8,64
1488,352,16,128
1472,368,8,64
1480,368,8,64
1472,376,8,64
1480,376,8,64
1488,368,16,128
1504,352,16,128
1520,352,16,128
1504,368,8,64
1512,368,8,64
1504,376,8,64
1512,376,8,64
1520,368,8,64
1528,368,8,64
1520,376,8,64
1528,376,8,64
1536,320,8,64
1544,320,8,64
1536,328,8,64
1544,328,8,64
1552,320,8,64
1560,320,8,64
1552,328,8,64
1560,328,8,64
1536,336,16,128
1552,336,16,128
1568,320,8,64
1576,320,8,64
1568,328,8,64
1576,328,8,64
1584,320,16,128
1568,336,16,128
1584,336,8,64
1592,336,8,64
1584,344,8,64
1592,344,4,0
1536,352,16,128
1552,352,8,64
1560,352,8,64
1552,360,8,64
1560,360,8,64
1536,368,8,64
1544,368,8,64
1536,376,8,64
1544,376,8,64
1552,368,8,64
1560,368,8,64
1552,376,8,64
1560,376,8,64
1568,352,8,64
1576,352,8,64
1568,360,4,0
1576,360,8,64
1584,352,8,64
1592,352,8,64
1584,360,8,64
1592,360,8,64
1568,368,4,0
1576,368,8,64
1568,376,8,64
1576,376,8,64
1584,368,8,64
1592,368,8,64
1584,376,8,64
1592,376,8,64
1600,320,8,64
1608,320,8,64
1600,328,8,64
1608,328,8,64
1616,320,8,64
1624,320,8,64
1616,328,8,64
1624,328,8,64
1600,336,8,64
1608,336,8,64
1600,344,4,0
1608,344,8,64
1616,336,8,64
1624,336,8,64
1616,344,8,64
1624,344,8,64
1632,320,16,128
1648,320,16,128
1632,336,8,64
1640,336,8,64
1632,344,8,64
1640,344,8,64
1648,336,16,128
1600,352,8,64
1608,352,8,64
1600,360,8,64
1608,360,8,64
1616,352,16,128
1600,368,16,128
1616,368,16,128
1632,352,16,128
1648,352,16,128
1632,368,16,128
1648,368,16,128
1664,320,8,64
1672,320,8,64
1664,328,8,64
1672,328,8,64
1680,320,16,128
1664,336,8,64
1672,336,8,64
1664,344,8,64
1672,344,8,64
1680,336,16,128
1696,320,32,192
1664,352,16,128
1680,352,8,64
1688,352,8,64
1680,360,8,64
1688,360,4,0
1664,368,16,128
1680,368,16,128
1696,352,16,128
1712,352,16,128
1696,368,16,128
1712,368,8,64
1720,368,8,64
1712,376,8,64
1720,376,8,64
1728,320,32,192
1760,320,32,192
1728,352,32,192
1760,352,32,192
1792,320,32,192
1824,320,32,192
1792,352,32,192
1808,352,32,192
1824,352,32,192
1856,320,32,192
1888,320,32,192
1856,352,32,192
1888,352,16,128
1904,352,16,128
1904,360,16,128
1888,368,16,128
1888,376,16,128
1904,368,8,64
1912,368,8,64
1904,376,8,64
1912,376,8,64
0,384,32,192
32,384,32,192
0,416,32,192
32,416,32,192
64,384,16,128
80,384,16,128
88,384,16,128
64,400,16,128
80,400,16,128
96,384,32,192
64,416,32,192
96,416,32,192
128,384,32,192
160,384,32,192
128,416,32,192
128,432,32,192
160,416,16,128
176,416,16,128
184,416,16,128
160,432,16,128
176,432,16,128
192,384,16,128
208,384,16,128
192,400,16,128
208,400,16,128
224,384,8,64
232,384,4,0
224,392,8,64
232,392,8,64
240,384,8,64
248,384,8,64
240,392,8,64
248,392,8,64
224,400,8,64
232,400,8,64
224,408,8,64
232,408,8,64
240,400,16,128
192,416,16,128
208,416,16,128
192,432,16,128
208,432,16,128
224,416,8,64
232,416,8,64
224,424,8,64
232,424,8,64
240,416,16,128
224,432,16,128
240,432,16,128
256,384,8,64
264,384,8,64
256,392,8,64
264,392,8,64
272,384,8,64
280,384,8,64
272,392,8,64
280,392,8,64
256,400,16,128
272,400,8,64
280,400,8,64
272,408,8,64
280,408,8,64
288,384,8,64
296,384,8,64
288,392,8,64
296,392,8,64
304,384,16,128
288,400,16,128
288,408,16,128
304,400,8,64
312,400,8,64
304,408,8,64
312,408,8,64
256,416,16,128
272,416,8,64
280,416,8,64
272,424,8,64
280,424,8,64
256,432,16,128
256,440,16,128
272,432,8,64
280,432,8,64
272,440,8,64
280,440,8,64
288,416,16,128
288,424,16,128
304,416,8,64
312,416,8,64
304,424,8,64
312,424,8,64
288,432,16,128
288,440,16,128
304,432,16,128
320,384,16,128
336,384,16,128
320,400,8,64
328,400,8,64
320,408,8,64
328,408,8,64
336,400,8,64
344,400,8,64
336,408,8,64
344,408,8,64
352,384,16,128
368,384,16,128
376,384,16,128
352,400,8,64
360,400,8,64
352,408,8,64
360,408,8,64
368,400,16,128
320,416,8,64
328,416,8,64
320,424,4,0
328,424,8,64
336,416,8,64
344,416,8,64
336,424,8,64
344,424,8,64
320,432,8,64
328,432,8,64
320,440,4,0
328,440,8,64
336,432,8,64
344,432,8,64
336,440,8,64
344,440,8,64
352,416,16,128
368,416,8,64
376,416,8,64
368,424,8,64
376,424,8,64
352,432,8,64
360,432,8,64
352,440,8,64
360,440,8,64
368,432,8,64
376,432,4,0
368,440,8,64
376,440,8,64
384,384,16,128
400,384,16,128
384,400,16,128
400,400,16,128
416,384,32,192
384,416,32,192
400,416,32,192
416,416,16,128
432,416,16,128
416,432,16,128
416,440,16,128
432,432,8,64
440,432,8,64
432,440,8,64
440,440,8,64
448,384,16,128
464,384,16,128
448,400,16,128
448,408,16,128
464,400,16,128
480,384,16,128
496,384,8,64
504,384,4,0
496,392,8,64
504,392,8,64
480,400,8,64
488,400,8,64
480,408,8,64
488,408,8,64
496,400,16,128
448,416,16,128
464,416,8,64
472,416,8,64
464,424,4,0
472,424,8,64
448,432,16,128
464,432,16,128
464,440,16,128
480,416,8,64
488,416,8,64
480,424,8,64
488,424,8,64
496,416,8,64
504,416,8,64
496,424,8,64
504,424,8,64
480,432,16,128
496,432,16,128
512,384,4,0
520,384,4,0
512,392,8,64
520,392,8,64
528,384,16,128
512,400,8,64
520,400,8,64
512,408,8,64
520,408,8,64
528,400,8,64
536,400,8,64
528,408,8,64
536,408,8,64
544,384,16,128
560,384,16,128
560,392,16,128
544,400,16,128
552,400,16,128
560,400,16,128
512,416,16,128
520,416,16,128
528,416,8,64
536,416,4,0
528,424,8,64
536,424,8,64
512,432,16,128
528,432,8,64
536,432,8,64
528,440,8,64
536,440,8,64
544,416,8,64
552,416,8,64
544,424,4,0
552,424,4,0
560,416,16,128
544,432,4,0
552,432,8,64
544,440,8,64
552,440,8,64
560,432,8,64
568,432,8,64
560,440,8,64
568,440,8,64
576,384,32,192
608,384,32,192
576,416,32,192
608,416,32,192
640,384,16,128
656,384,16,128
640,400,16,128
656,400,16,128
672,384,8,64
680,384,8,64
672,392,8,64
680,392,8,64
688,384,16,128
672,400,8,64
680,400,8,64
672,408,8,64
680,408,8,64
688,400,8,64
696,400,8,64
688,408,8,64
696,408,8,64
640,416,32,192
672,416,16,128
688,416,8,64
696,416,8,64
688,424,8,64
696,424,8,64
672,432,16,128
688,432,16,128
704,384,32,192
736,384,8,64
744,384,8,64
736,392,8,64
744,392,8,64
752,384,8,64
760,384,8,64
752,392,8,64
760,392,8,64
736,400,8,64
744,400,8,64
736,408,8,64
744,408,8,64
752,400,8,64
760,400,8,64
752,408,8,64
760,408,8,64
704,416,8,64
712,416,8,64
704,424,8,64
712,424,8,64
720,416,16,128
704,432,8,64
712,432,8,64
704,440,8,64
712,440,8,64
720,432,8,64
728,432,8,64
720,440,8,64
728,440,8,64
736,416,8,64
744,416,4,0
736,424,8,64
744,424,8,64
752,416,8,64
760,416,8,64
752,424,8,64
760,424,8,64
736,432,8,64
744,432,8,64
736,440,8,64
744,440,8,64
752,432,16,128
760,432,16,128
768,384,16,128
784,384,16,128
768,400,16,128
768,408,16,128
784,400,16,128
784,408,16,128
800,384,8,64
808,384,8,64
800,392,8,64
808,392,8,64
816,384,16,128
824,384,16,128
800,400,16,128
816,400,8,64
824,400,8,64
816,408,8,64
824,408,8,64
768,416,8,64
776,416,8,64
768,424,8,64
776,424,8,64
784,416,16,128
784,424,16,128
768,432,8,64
776,432,4,0
768,440,8,64
776,440,8,64
784,432,16,128
792,432,16,128
800,416,16,128
816,416,8,64
824,416,8,64
816,424,4,0
824,424,8,64
800,432,8,64
808,432,8,64
800,440,8,64
808,440,8,64
816,432,8,64
824,432,8,64
816,440,8,64
824,440,8,64
832,384,8,64
840,384,8,64
832,392,8,64
840,392,8,64
848,384,8,64
856,384,8,64
848,392,8,64
856,392,8,64
832,400,16,128
848,400,16,128
864,384,8,64
872,384,8,64
864,392,8,64
872,392,8,64
880,384,8,64
888,384,8,64
880,392,8,64
888,392,8,64
864,400,8,64
872,400,8,64
864,408,8,64
872,408,8,64
880,400,16,128
880,408,16,128
832,416,16,128
832,424,16,128
848,416,8,64
856,416,8,64
848,424,8,64
856,424,4,0
832,432,8,64
840,432,8,64
832,440,8,64
840,440,8,64
848,432,8,64
856,432,8,64
848,440,8,64
856,440,8,64
864,416,16,128
864,424,16,128
880,416,16,128
880,424,16,128
864,432,16,128
880,432,16,128
896,384,8,64
904,384,8,64
896,392,8,64
904,392,8,64
912,384,8,64
920,384,8,64
912,392,8,64
920,392,8,64
896,400,16,128
912,400,16,128
928,384,8,64
936,384,4,0
928,392,8,64
936,392,8,64
944,384,16,128
928,400,8,64
936,400,8,64
928,408,8,64
936,408,8,64
944,400,8,64
952,400,8,64
944,408,8,64
952,408,8,64
896,416,8,64
904,416,8,64
896,424,8,64
904,424,8,64
912,416,8,64
920,416,8,64
912,424,8,64
920,424,8,64
896,432,16,128
912,432,16,128
928,416,8,64
936,416,8,64
928,424,8,64
936,424,8,64
944,416,8,64
952,416,8,64
944,424,8,64
952,424,8,64
928,432,8,64
936,432,8,64
928,440,8,64
936,440,8,64
944,432,16,128
960,384,8,64
968,384,8,64
960,392,8,64
968,392,8,64
976,384,16,128
984,384,16,128
960,400,16,128
960,408,16,128
976,400,8,64
984,400,8,64
976,408,8,64
984,408,8,64
992,384,8,64
1000,384,8,64
992,392,8,64
1000,392,8,64
1008,384,8,64
1016,384,8,64
1008,392,8,64
1016,392,8,64
992,400,8,64
1000,400,8,64
992,408,8,64
1000,408,8,64
1008,400,8,64
1016,400,8,64
1008,408,8,64
1016,408,8,64
960,416,16,128
976,416,16,128
960,432,16,128
976,432,16,128
992,416,16,128
1008,416,16,128
1008,424,16,128
992,432,16,128
1008,432,16,128
1024,384,16,128
1024,392,16,128
1040,384,8,64
1048,384,8,64
1040,392,8,64
1048,392,4,0
1024,400,16,128
1040,400,8,64
1048,400,8,64
1040,408,8,64
1048,408,8,64
1056,384,8,64
1064,384,8,64
1056,392,8,64
1064,392,8,64
1072,384,16,128
1056,400,8,64
1064,400,8,64
1056,408,8,64
1064,408,8,64
1072,400,16,128
1024,416,8,64
1032,416,8,64
1024,424,8,64
1032,424,8,64
1040,416,8,64
1048,416,4,0
1040,424,8,64
1048,424,8,64
1024,432,16,128
1040,432,16,128
1048,432,16,128
1056,416,8,64
1064,416,8,64
1056,424,8,64
1064,424,8,64
1072,416,8,64
1080,416,8,64
1072,424,8,64
1080,424,8,64
1056,432,8,64
1064,432,8,64
1056,440,8,64
1064,440,8,64
1072,432,8,64
1080,432,8,64
1072,440,8,64
1080,440,8,64
1088,384,16,128
1104,384,16,128
1088,400,8,64
1096,400,8,64
1088,408,8,64
1096,408,8,64
1104,400,8,64
1112,400,8,64
1104,408,4,0
1112,408,8,64
1120,384,16,128
1136,384,16,128
1120,400,8,64
1128,400,8,64
1120,408,8,64
1128,408,8,64
1136,400,16,128
1088,416,8,64
1096,416,8,64
1088,424,4,0
1096,424,8,64
1104,416,8,64
1112,416,8,64
1104,424,4,0
1112,424,8,64
1088,432,8,64
1096,432,8,64
1088,440,8,64
1096,440,8,64
1104,432,4,0
1112,432,8,64
1104,440,8,64
1112,440,8,64
1120,416,8,64
1128,416,8,64
1120,424,8,64
1128,424,8,64
1136,416,16,128
1136,424,16,128
1120,432,8,64
1128,432,8,64
1120,440,8,64
1128,440,8,64
1136,432,16,128
1152,384,16,128
1168,384,16,128
1152,400,16,128
1160,400,16,128
1168,400,8,64
1176,400,8,64
1168,408,8,64
1176,408,4,0
1184,384,8,64
1192,384,8,64
1184,392,8,64
1192,392,8,64
1200,384,16,128
1184,400,8,64
1192,400,8,64
1184,408,8,64
1192,408,8,64
1200,400,16,128
1152,416,16,128
1168,416,8,64
1176,416,4,0
1168,424,8,64
1176,424,4,0
1152,432,8,64
1160,432,8,64
1152,440,8,64
1160,440,8,64
1168,432,8,64
1176,432,8,64
1168,440,8,64
1176,440,8,64
1184,416,16,128
1200,416,8,64
1208,416,8,64
1200,424,8,64
1208,424,4,0
1184,432,8,64
1192,432,8,64
1184,440,8,64
1192,440,8,64
1200,432,8,64
1208,432,8,64
1200,440,8,64
1208,440,8,64
1216,384,32,192
1248,384,32,192
1216,416,8,64
1224,416,8,64
1216,424,8,64
1224,424,8,64
1232,416,16,128
1216,432,8,64
1224,432,4,0
1216,440,8,64
1224,440,8,64
1232,432,8,64
1240,432,8,64
1232,440,8,64
1240,440,8,64
1248,416,16,128
1264,416,16,128
1248,432,8,64
1256,432,8,64
1248,440,8,64
1256,440,8,64
1264,432,8,64
1272,432,8,64
1264,440,8,64
1272,440,8,64
1280,384,32,192
1312,384,16,128
1328,384,8,64
1336,384,8,64
1328,392,8,64
1336,392,8,64
1312,400,16,128
1328,400,8,64
1336,400,8,64
1328,408,8,64
1336,408,4,0
1280,416,16,128
1296,416,16,128
1280,432,16,128
1296,432,8,64
1304,432,8,64
1296,440,8,64
1304,440,8,64
1312,416,8,64
1320,416,8,64
1312,424,8,64
1320,424,8,64
1328,416,8,64
1336,416,8,64
1328,424,8,64
1336,424,8,64
1312,432,8,64
1320,432,8,64
1312,440,8,64
1320,440,8,64
1328,432,8,64
1336,432,8,64
1328,440,8,64
1336,440,8,64
1344,384,8,64
1352,384,8,64
1344,392,8,64
1352,392,8,64
1360,384,4,0
1368,384,8,64
1360,392,8,64
1368,392,8,64
1344,400,8,64
1352,400,8,64
1344,408,8,64
1352,408,8,64
1360,400,16,128
1376,384,8,64
1384,384,8,64
1376,392,8,64
1384,392,8,64
1392,384,8,64
1400,384,8,64
1392,392,8,64
1400,392,8,64
1376,400,16,128
1376,408,16,128
1392,400,16,128
1400,400,16,128
1344,416,32,192
1376,416,32,192
1408,384,8,64
1416,384,8,64
1408,392,8,64
1416,392,8,64
1424,384,16,128
1424,392,16,128
1408,400,16,128
1424,400,16,128
1440,384,16,128
1456,384,16,128
1456,392,16,128
1440,400,16,128
1440,408,16,128
1456,400,8,64
1464,400,8,64
1456,408,8,64
1464,408,8,64
1408,416,32,192
1440,416,8,64
1448,416,8,64
1440,424,8,64
1448,424,8,64
1456,416,8,64
1464,416,8,64
1456,424,8,64
1464,424,8,64
1440,432,16,128
1456,432,16,128
1472,384,8,64
1480,384,8,64
1472,392,8,64
1480,392,8,64
1488,384,8,64
1496,384,8,64
1488,392,8,64
1496,392,8,64
1472,400,16,128
1488,400,8,64
1496,400,8,64
1488,408,8,64
1496,408,8,64
1504,384,16,128
1504,392,16,128
1520,384,8,64
1528,384,8,64
1520,392,8,64
1528,392,8,64
1504,400,16,128
1520,400,16,128
1520,408,16,128
1472,416,8,64
1480,416,8,64
1472,424,8,64
1480,424,8,64
1488,416,8,64
1496,416,8,64
1488,424,8,64
1496,424,8,64
1472,432,8,64
1480,432,8,64
1472,440,8,64
1480,440,8,64
1488,432,8,64
1496,432,4,0
1488,440,8,64
1496,440,4,0
1504,416,8,64
1512,416,8,64
1504,424,8,64
1512,424,8,64
1520,416,16,128
1520,424,16,128
1504,432,8,64
1512,432,8,64
1504,440,8,64
1512,440,8,64
1520,432,8,64
1528,432,8,64
1520,440,8,64
1528,440,8,64
1536,384,8,64
1544,384,4,0
1536,392,8,64
1544,392,4,0
1552,384,8,64
1560,384,8,64
1552,392,8,64
1560,392,8,64
1536,400,8,64
1544,400,8,64
1536,408,8,64
1544,408,8,64
1552,400,8,64
1560,400,8,64
1552,408,8,64
1560,408,8,64
1568,384,8,64
1576,384,8,64
1568,392,8,64
1576,392,8,64
1584,384,16,128
1568,400,16,128
1584,400,8,64
1592,400,8,64
1584,408,8,64
1592,408,8,64
1536,416,8,64
1544,416,8,64
1536,424,8,64
1544,424,8,64
1552,416,8,64
1560,416,8,64
1552,424,8,64
1560,424,4,0
1536,432,8,64
1544,432,8,64
1536,440,8,64
1544,440,8,64
1552,432,16,128
1560,432,16,128
1568,416,8,64
1576,416,8,64
1568,424,8,64
1576,424,8,64
1584,416,16,128
1592,416,16,128
1568,432,8,64
1576,432,8,64
1568,440,8,64
1576,440,8,64
1584,432,16,128
1584,440,16,128
1600,384,16,128
1616,384,16,128
1600,400,8,64
1608,400,8,64
1600,408,8,64
1608,408,8,64
1616,400,16,128
1632,384,32,192
1600,416,8,64
1608,416,8,64
1600,424,8,64
1608,424,8,64
1616,416,16,128
1600,432,16,128
1616,432,16,128
1632,416,32,192
1664,384,32,192
1696,384,16,128
1712,384,16,128
1696,400,16,128
1712,400,16,128
1664,416,32,192
1696,416,32,192
1728,384,16,128
1744,384,16,128
1728,400,8,64
1736,400,8,64
1728,408,8,64
1736,408,8,64
1744,400,8,64
1752,400,8,64
1744,408,8,64
1752,408,8,64
1760,384,16,128
1776,384,16,128
1760,400,16,128
1776,400,16,128
1728,416,16,128
1744,416,16,128
1728,432,8,64
1736,432,8,64
1728,440,8,64
1736,440,8,64
1744,432,16,128
1760,416,16,128
1776,416,16,128
1760,432,8,64
1768,432,8,64
1760,440,4,0
1768,440,8,64
1776,432,8,64
1784,432,8,64
1776,440,8,64
1784,440,4,0
1792,384,16,128
1808,384,16,128
1792,400,16,128
1808,400,16,128
1824,384,16,128
1840,384,16,128
1824,400,16,128
1840,400,16,128
1792,416,16,128
1800,416,16,128
1808,416,8,64
1816,416,8,64
1808,424,8,64
1816,424,8,64
1792,432,16,128
1792,440,16,128
1808,432,8,64
1816,432,8,64
1808,440,8,64
1816,440,8,64
1824,416,16,128
1840,416,8,64
1848,416,8,64
1840,424,8,64
1848,424,8,64
1824,432,8,64
1832,432,8,64
1824,440,8,64
1832,440,8,64
1840,432,16,128
1840,440,16,128
1856,384,8,64
1864,384,8,64
1856,392,8,64
1864,392,8,64
1872,384,8,64
1880,384,8,64
1872,392,8,64
1880,392,8,64
1856,400,16,128
1856,408,16,128
1872,400,8,64
1880,400,8,64
1872,408,8,64
1880,408,8,64
1888,384,8,64
1896,384,8,64
1888,392,8,64
1896,392,8,64
1904,384,8,64
1912,384,8,64
1904,392,4,0
1912,392,8,64
1888,400,16,128
1888,408,16,128
1904,400,16,128
1856,416,16,128
1872,416,8,64
1880,416,8,64
1872,424,8,64
1880,424,8,64
1856,432,16,128
1872,432,16,128
1888,416,16,128
1904,416,16,128
1888,432,16,128
1904,432,16,128
0,448,16,128
8,448,16,128
16,448,8,64
24,448,8,64
16,456,8,64
24,456,8,64
0,464,8,64
8,464,8,64
0,472,8,64
8,472,8,64
16,464,8,64
24,464,8,64
16,472,8,64
24,472,8,64
32,448,16,128
48,448,16,128
32,464,16,128
48,464,16,128
0,480,16,128
16,480,16,128
0,496,16,128
16,496,16,128
32,480,16,128
48,480,16,128
56,480,16,128
32,496,16,128
48,496,16,128
64,448,16,128
80,448,16,128
64,464,16,128
80,464,16,128
96,448,32,192
64,480,32,192
96,480,16,128
112,480,16,128
96,496,16,128
112,496,16,128
128,448,16,128
144,448,16,128
128,464,16,128
144,464,16,128
160,448,32,192
128,480,16,128
144,480,16,128
128,496,16,128
144,496,16,128
144,504,16,128
160,480,16,128
176,480,16,128
160,496,16,128
176,496,16,128
192,448,8,64
200,448,8,64
192,456,8,64
200,456,8,64
208,448,16,128
192,464,16,128
192,472,16,128
208,464,8,64
216,464,8,64
208,472,8,64
216,472,8,64
224,448,32,192
192,480,16,128
208,480,16,128
192,496,8,64
200,496,8,64
192,504,8,64
200,504,8,64
208,496,16,128
224,480,16,128
232,480,16,128
240,480,16,128
224,496,8,64
232,496,8,64
224,504,8,64
232,504,8,64
240,496,8,64
248,496,8,64
240,504,8,64
248,504,8,64
256,448,16,128
272,448,16,128
256,464,16,128
272,464,16,128
272,472,16,128
288,448,32,192
256,480,8,64
264,480,8,64
256,488,8,64
264,488,8,64
272,480,16,128
256,496,8,64
264,496,8,64
256,504,8,64
264,504,8,64
272,496,16,128
288,480,16,128
304,480,16,128
288,496,8,64
296,496,8,64
288,504,8,64
296,504,8,64
304,496,8,64
312,496,8,64
304,504,8,64
312,504,8,64
320,448,16,128
336,448,8,64
344,448,8,64
336,456,8,64
344,456,8,64
320,464,16,128
336,464,16,128
352,448,8,64
360,448,8,64
352,456,8,64
360,456,8,64
368,448,8,64
376,448,8,64
368,456,8,64
376,456,8,64
352,464,8,64
360,464,8,64
352,472,8,64
360,472,8,64
368,464,8,64
376,464,8,64
368,472,8,64
376,472,8,64
320,480,16,128
336,480,16,128
320,496,16,128
336,496,16,128
352,480,16,128
368,480,16,128
376,480,16,128
352,496,16,128
368,496,16,128
384,448,8,64
392,448,8,64
384,456,8,64
392,456,8,64
400,448,8,64
408,448,8,64
400,456,8,64
408,456,8,64
384,464,8,64
392,464,8,64
384,472,8,64
392,472,8,64
400,464,16,128
416,448,8,64
424,448,8,64
416,456,8,64
424,456,8,64
432,448,8,64
440,448,8,64
432,456,8,64
440,456,8,64
416,464,16,128
432,464,16,128
384,480,16,128
400,480,16,128
384,496,8,64
392,496,8,64
384,504,8,64
392,504,8,64
400,496,8,64
408,496,8,64
400,504,8,64
408,504,8,64
